CaseMasterID,CrimeNo,UnitID,DistrictID,CaseCategoryID,CrimeHeadID,CrimeSubHeadID,GravityOffenceID,CrimeRegisteredDate,CrimeRegisteredTime,OccurrenceFromDate,OccurrenceToDate,Latitude,Longitude,PlaceOfOffence,BriefFacts,IOEmployeeID,CaseStatus,Active
4895,100091009202200001,113,9,1,2,8,3,2022-11-22,21:53,2022-11-22,2022-11-22,13.464029,75.592904,"the petrol bunk, Chikkamagaluru","ದೂರುದಾರರು the temple street at Halli, Chikkamagaluru ಬಳಿ ನಿಂತು ಮೊಬೈಲ್‌ನಲ್ಲಿ ಮಾತನಾಡುತ್ತಿದ್ದಾಗ ಅಪರಿಚಿತ ವ್ಯಕ್ತಿ ಫೋನ್ ಕಿತ್ತುಕೊಂಡು ಓಡಿಹೋಗಿರುತ್ತಾನೆ. ಫೋನ್ ಬೆಲೆ ರೂ 153,000.",686,Undetected,Y
4896,100221005202600005,285,22,1,4,12,2,2026-04-06,15:05,2026-04-06,2026-04-06,12.1895,76.671103,"the taluk office, Mysuru","The accused, representing himself as the proprietor of a finance establishment at the college ground at Ring Road, Mysuru, collected deposits from the complainant and other members of the public promising monthly returns, and thereafter closed the office and absconded. Total amount cheated Rs 206,500.",1774,Undetected,Y
4897,100041007202400020,53,4,1,1,3,4,2024-10-11,20:54,2024-10-08,2024-10-11,13.026138,77.423627,"the college ground, Bengaluru Urban","The accused, in furtherance of an old dispute over a previous quarrel between the families, waylaid the complainant near the petrol bunk at Gandhi Nagar, Bengaluru Urban, obstructed his path and beat him with a stick causing a fracture.",305,Undetected,Y
4898,100261005202600005,333,26,1,1,3,4,2026-01-04,18:45,2026-01-04,2026-01-04,13.57037,77.150481,"the temple street, Tumakuru","The accused, in furtherance of an old dispute over flow of drain water, waylaid the complainant near the main road junction at Cantonment, Tumakuru, obstructed his path and beat him with a stick causing a fracture.",2058,Undetected,Y
4899,100131007202300006,165,13,1,2,9,1,2023-05-12,02:33,2023-05-12,2023-05-12,15.134851,74.745934,"the college ground, Dharwad","the taluk office at Vidya Nagar, Dharwad ಬಳಿ ಹೆದ್ದಾರಿಯಲ್ಲಿ ಐದಾರು ಜನರ ಗುಂಪು ಮಾರಕಾಯುಧಗಳೊಂದಿಗೆ ದೂರುದಾರರ ವಾಹನವನ್ನು ತಡೆದು ಬೆದರಿಸಿ ರೂ 357,500 ಮೌಲ್ಯದ ನಗದು ಮತ್ತು ಸರಕನ್ನು ದೋಚಿಕೊಂಡು ಹೋಗಿರುತ್ತಾರೆ.",997,Undetected,Y
4900,100031001202400014,36,3,1,2,8,2,2024-02-15,08:21,2024-02-14,2024-02-15,15.964089,74.521667,"the temple street, Belagavi","Two unknown persons on a black motorcycle approached the complainant near Gandhi Nagar, Belagavi at 08.00 hours, snatched her gold chain and fled. The complainant sustained minor abrasion on the neck. Property value Rs 139,000.",186,Undetected,Y
4901,100221010202500009,291,22,1,2,9,1,2025-01-04,00:38,2025-01-04,2025-01-04,12.106866,76.454335,"the vegetable market, Mysuru","The complainant was travelling in his car near the petrol bunk at Ashok Nagar, Mysuru when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 378,500.",1808,Undetected,Y
4902,100111007202200005,141,11,1,1,3,4,2022-08-07,18:36,2022-08-06,2022-08-07,12.877859,75.227326,"the petrol bunk, Dakshina Kannada","the housing board colony at Town, Dakshina Kannada ಬಳಿ ದೂರುದಾರರು ಮತ್ತು ಆರೋಪಿಯ ನಡುವೆ flow of drain water ವಿಚಾರವಾಗಿ ಜಗಳ ನಡೆದಿದೆ. ಆರೋಪಿಯು ಅವಾಚ್ಯ ಶಬ್ದಗಳಿಂದ ನಿಂದಿಸಿ ದೊಣ್ಣೆಯಿಂದ ಹಲ್ಲೆ ಮಾಡಿ ಗಾಯಗೊಳಿಸಿರುತ್ತಾನೆ.",852,Undetected,Y
4903,100161001202400004,196,16,1,2,8,2,2024-12-02,08:23,2024-12-01,2024-12-02,14.963065,75.406101,"the sugar factory road, Haveri","The complainant was walking near the government hospital at Jayanagar, Haveri at about 17.15 hours. Two persons who came on a motorcycle snatched the gold chain weighing 12 grams from her neck and sped away towards the market road. Value of property Rs 214,500.",1188,Undetected,Y
4904,100031007202400012,43,3,1,1,1,1,2024-05-14,20:06,2024-05-14,2024-05-14,15.673704,74.464725,"the government hospital, Belagavi","On account of a long standing dispute over a boundary of agricultural land, the accused waylaid the deceased near Traffic, Belagavi at about 11.00 hours and assaulted him on the head with a chopper resulting in his death on the spot.",241,Undetected,Y
4905,100071005202400004,88,7,1,1,1,1,2024-10-31,22:18,2024-10-29,2024-10-31,11.768935,76.767879,"the government hospital, Chamarajanagar","The deceased was found lying in a pool of blood near the main road junction at Cantonment, Chamarajanagar. Investigation reveals that the accused, over a dispute regarding a boundary of agricultural land, stabbed the deceased with a knife causing fatal injuries.",524,Undetected,Y
4906,100131006202500005,164,13,1,2,8,2,2025-01-29,10:31,2025-01-28,2025-01-29,15.546146,74.839785,"the main road junction, Dharwad","Two unknown persons on a black motorcycle approached the complainant near Basaveshwara Nagar, Dharwad at 03.00 hours, snatched her gold chain and fled. The complainant sustained minor abrasion on the neck. Property value Rs 66,500.",994,Undetected,Y
4907,100291013202600006,378,29,1,4,12,2,2026-01-09,12:34,2026-01-09,2026-01-09,16.622096,75.964591,"the temple street, Vijayapura","The accused induced the complainant to invest in a chit scheme operated from Rural, Vijayapura, collected Rs 68,000 in instalments and failed to pay the prize amount on maturity, thereby cheating the complainant.",2344,Undetected,Y
4908,100171006202200009,218,17,1,2,5,3,2022-09-15,02:58,2022-09-15,2022-09-15,17.62121,76.783945,"the college ground, Kalaburagi","ದೂರುದಾರರು ತಮ್ಮ auto rickshaw ವಾಹನ ಸಂಖ್ಯೆ KA06VK1798 ಅನ್ನು Traffic, Kalaburagi ಬಳಿ ನಿಲ್ಲಿಸಿದ್ದು, 18.45 ಗಂಟೆ ಸುಮಾರಿಗೆ ವಾಹನ ಕಾಣೆಯಾಗಿರುತ್ತದೆ. ಆರೋಪಿಯು ಹ್ಯಾಂಡಲ್ ಲಾಕ್ ಮುರಿದು ಕಳವು ಮಾಡಿರುತ್ತಾನೆ. ಮಾಲಿನ ಬೆಲೆ ರೂ 103,000.",1333,Undetected,Y
4909,300191010202600007,248,19,3,5,15,2,2026-06-14,17:25,2026-06-13,2026-06-14,12.909634,78.359827,"the temple street, Kolar","During vehicle checking near Market, Kolar the accused travelling in a Maruti Omni van bearing number KA25GF2033 was found transporting 20 kilograms of ganja. The substance tested positive on field kit and was seized.",1527,Undetected,Y
4910,100041006202500023,52,4,1,2,8,3,2025-02-14,22:24,2025-02-14,2025-02-14,13.250764,77.695922,"the main road junction, Bengaluru Urban","At about 21.30 hours near Traffic, Bengaluru Urban the accused riding pillion on a motorcycle snatched the mobile phone of the complainant and escaped. Handset make Samsung Galaxy M, value Rs 37,000.",291,Undetected,Y
4911,300171008202500005,220,17,3,5,16,3,2025-01-06,03:23,2025-01-03,2025-01-06,17.119658,76.940605,"the sugar factory road, Kalaburagi","During night patrolling near the river bed at the bus stand at Camp, Kalaburagi a Tata Ace goods vehicle bearing registration KA52XN7820 was found transporting sand without a valid permit. The vehicle and 7 units of sand valued at Rs 37,500 were seized.",1347,Undetected,Y
4912,100181001202400002,227,18,1,1,1,1,2024-02-22,02:04,2024-02-21,2024-02-22,12.381045,75.972649,"the government hospital, Kodagu","The deceased was found lying in a pool of blood near Market, Kodagu. Investigation reveals that the accused, over a dispute regarding a boundary of agricultural land, stabbed the deceased with a knife causing fatal injuries.",1394,Undetected,Y
4913,100101002202200004,119,10,1,2,8,3,2022-01-21,21:27,2022-01-21,2022-01-21,14.449879,76.735274,"the sugar factory road, Chitradurga","The complainant was speaking on his mobile phone standing near the housing board colony at Shivaji Nagar, Chitradurga when an unknown person snatched the handset from his hand and ran towards the market road. The phone is a Realme C valued at Rs 103,500.",715,Undetected,Y
4914,100221012202500007,293,22,1,2,5,3,2025-12-26,20:45,2025-12-26,2025-12-26,12.398691,76.741651,"the main road junction, Mysuru","The complainant parked his Tata Ace goods vehicle near Halli, Mysuru and went inside. At about 13.15 hours he found the vehicle had been stolen. The handle lock was found broken and lying at the spot. Value of the vehicle is Rs 6,000.",1830,Undetected,Y
4915,100021004202300004,30,2,1,2,8,2,2023-04-02,10:22,2023-04-01,2023-04-02,15.365052,76.75552,"the college ground, Ballari","ದೂರುದಾರರು the taluk office at Cantonment, Ballari ಬಳಿ ನಡೆದುಕೊಂಡು ಹೋಗುತ್ತಿದ್ದಾಗ, ಮೋಟಾರ್ ಸೈಕಲ್‌ನಲ್ಲಿ ಬಂದ ಇಬ್ಬರು ವ್ಯಕ್ತಿಗಳು ಕೊರಳಿನಲ್ಲಿದ್ದ 32 ಗ್ರಾಂ ಚಿನ್ನದ ಸರವನ್ನು ಕಿತ್ತುಕೊಂಡು ಪರಾರಿಯಾಗಿರುತ್ತಾರೆ. ಮಾಲಿನ ಬೆಲೆ ರೂ 122,500.",157,Undetected,Y
4916,300051004202400001,60,5,3,5,16,3,2024-11-01,05:02,2024-10-31,2024-11-01,13.470246,77.583854,"the government hospital, Bengaluru Rural","The accused was found illegally extracting and transporting minor mineral from the river bed near the housing board colony at Jayanagar, Bengaluru Rural using a Royal Enfield motorcycle. No royalty receipt or transport permit was produced.",340,Undetected,Y
4917,100061008202500007,80,6,1,4,12,2,2025-12-05,13:13,2025-12-04,2025-12-05,17.754655,77.688885,"the temple street, Bidar","The accused, representing himself as the proprietor of a finance establishment at the sugar factory road at Ring Road, Bidar, collected deposits from the complainant and other members of the public promising monthly returns, and thereafter closed the office and absconded. Total amount cheated Rs 99,000.",479,Undetected,Y
4918,100271004202300005,340,27,1,1,3,4,2023-09-10,21:59,2023-09-10,2023-09-10,13.165893,74.671063,"the government hospital, Udupi","The accused, in furtherance of an old dispute over a wage payment, waylaid the complainant near Market, Udupi, obstructed his path and beat him with a stick causing a fracture.",2106,Undetected,Y
4919,100101010202200006,129,10,1,2,10,3,2022-12-06,02:19,2022-12-04,2022-12-06,13.928494,76.395586,"the sugar factory road, Chitradurga","Unknown persons loaded 11 cattle belonging to the complainant from the grazing ground near Women, Chitradurga into a lorry and transported them away. Value of the cattle is Rs 381,500.",777,Undetected,Y
4920,100231006202300003,302,23,1,1,3,4,2023-10-20,16:23,2023-10-20,2023-10-20,16.23003,77.03988,"the APMC yard, Raichur","On 02.45 hours near the railway station at Halli, Raichur the accused picked up a quarrel with the complainant regarding a share in ancestral property, caught hold of his collar and assaulted him with hands and a soda bottle causing injuries.",1876,Undetected,Y
4921,300131008202500005,166,13,3,5,16,3,2025-02-23,01:19,2025-02-22,2025-02-23,15.213257,75.28664,"the petrol bunk, Dharwad","During night patrolling near the river bed at the vegetable market at Ring Road, Dharwad a Bajaj Pulsar motorcycle bearing registration KA20DS8470 was found transporting sand without a valid permit. The vehicle and 9 units of sand valued at Rs 136,000 were seized.",1009,Undetected,Y
4922,100221005202500007,285,22,1,4,12,2,2025-04-11,10:07,2025-04-10,2025-04-11,12.181017,76.784003,"the railway station, Mysuru","The accused, representing himself as the proprietor of a finance establishment at the vegetable market at Rural, Mysuru, collected deposits from the complainant and other members of the public promising monthly returns, and thereafter closed the office and absconded. Total amount cheated Rs 42,500.",1774,Undetected,Y
4923,100051012202400004,69,5,1,4,12,2,2024-10-04,15:00,2024-10-02,2024-10-04,13.084164,77.946287,"the railway station, Bengaluru Rural","The accused, representing himself as the proprietor of a finance establishment at Traffic, Bengaluru Rural, collected deposits from the complainant and other members of the public promising monthly returns, and thereafter closed the office and absconded. Total amount cheated Rs 350,000.",411,Undetected,Y
4924,100191001202300004,238,19,1,2,5,3,2023-09-28,20:49,2023-09-25,2023-09-28,13.246815,77.969816,"the college ground, Kolar","ದೂರುದಾರರು ತಮ್ಮ Maruti Omni van ವಾಹನ ಸಂಖ್ಯೆ KA22KP6858 ಅನ್ನು the college ground at Ring Road, Kolar ಬಳಿ ನಿಲ್ಲಿಸಿದ್ದು, 15.30 ಗಂಟೆ ಸುಮಾರಿಗೆ ವಾಹನ ಕಾಣೆಯಾಗಿರುತ್ತದೆ. ಆರೋಪಿಯು ಹ್ಯಾಂಡಲ್ ಲಾಕ್ ಮುರಿದು ಕಳವು ಮಾಡಿರುತ್ತಾನೆ. ಮಾಲಿನ ಬೆಲೆ ರೂ 198,000.",1452,Undetected,Y
4925,300201007202400003,258,20,3,5,14,3,2024-03-27,22:13,2024-03-25,2024-03-27,15.009082,76.001652,"the petrol bunk, Koppal","During patrolling near Market, Koppal the accused was found in possession of 2 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA44TA6593 were seized under panchanama.",1597,Undetected,Y
4926,100171009202300005,222,17,1,2,10,3,2023-12-04,01:01,2023-12-04,2023-12-04,17.115524,77.168946,"the APMC yard, Kalaburagi","ದೂರುದಾರರು Ashok Nagar, Kalaburagi ನಲ್ಲಿರುವ ತಮ್ಮ ಮನೆಯ ಕೊಟ್ಟಿಗೆಯಲ್ಲಿ ಜಾನುವಾರುಗಳನ್ನು ಕಟ್ಟಿದ್ದರು. ರಾತ್ರಿ ವೇಳೆ ಆರೋಪಿಗಳು 12 ಜಾನುವಾರುಗಳನ್ನು ಬಿಚ್ಚಿಕೊಂಡು ಹೋಗಿರುತ್ತಾರೆ. ಬೆಲೆ ರೂ 65,000.",1358,Undetected,Y
4927,100151005202600010,184,15,1,2,6,2,2026-01-16,01:00,2026-01-16,2026-01-16,13.099713,76.044475,"the petrol bunk, Hassan","During the intervening night unknown persons removed the window grill of the house situated at Vinoba Nagar, Hassan, entered inside and committed theft of gold ornaments weighing 12 grams and cash. Total property value Rs 276,500.",1116,Undetected,Y
4928,100221002202200001,281,22,1,1,3,4,2022-04-14,21:11,2022-04-14,2022-04-14,12.429864,76.466435,"the government hospital, Mysuru","There was a quarrel between the complainant and the accused over supply of water to a field near the petrol bunk at Vinoba Nagar, Mysuru. The accused abused the complainant in filthy language, restrained him and assaulted him with a wooden club causing bleeding injury on the head.",1743,Undetected,Y
4929,100111008202500013,142,11,1,2,9,1,2025-06-04,03:31,2025-06-03,2025-06-04,13.023233,74.962172,"the temple street, Dakshina Kannada","A gang of five to six persons armed with long weapons stopped the goods vehicle of the complainant on the highway near the petrol bunk at Halli, Dakshina Kannada at about 03.00 hours, threatened the driver and cleaner and took away cash and the consignment valued at Rs 258,500.",853,Undetected,Y
4930,300091003202400005,105,9,3,5,15,2,2024-01-26,21:16,2024-01-26,2024-01-26,13.190499,75.868959,"the government hospital, Chikkamagaluru","During vehicle checking near Halli, Chikkamagaluru the accused travelling in a Maruti Omni van bearing number KA45CT8763 was found transporting 16 kilograms of ganja. The substance tested positive on field kit and was seized.",627,Undetected,Y
4931,100151005202600011,184,15,1,2,8,2,2026-02-10,10:01,2026-02-09,2026-02-10,13.114317,76.071235,"the sugar factory road, Hassan","While the complainant was returning from the temple near Cantonment, Hassan, the pillion rider of a motorcycle pulled the mangalsutra from her neck and escaped. The accused wore a full face helmet. Gold weighing 40 grams valued at Rs 10,500 was taken.",1116,Undetected,Y
4932,100261003202600007,330,26,1,2,6,2,2026-06-02,02:29,2026-06-01,2026-06-02,13.217967,76.78318,"the bus stand, Tumakuru","The complainant closed his provision store at the sugar factory road at Market, Tumakuru at 21.15 hours. In the early morning it was found that the rolling shutter had been prised open with a crowbar and stock and cash totalling Rs 403,500 was missing.",2038,Undetected,Y
